"","Property_Sector","Origination_Date","Fixed_Maturity","Recent_NOI","Recent_Value","Orig_Note_Amount","Year_Built","Physical_Occupancy_At_Securitiza","Scheduled_Balloon","FSH","Health","Industrial","LSH","Mixed_Use","Mobile_Home","Multi_family","Office","Other","Retail_Anchored","Retail_Unanchored","Self_Storage","Warehouse","Spread","Inv_Bank_Dummy"
"23622","Office",2001-02-10,2011-02-10,1932829,2.2e+07,15975000,1925,0.8844,14148836.4,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4437,0
"23623","Industrial",2001-01-10,2011-01-10,437894,4500000,3425000,1985,1,3019266.92,0,0,1,0,0,0,0,0,0,0,0,0,0,2.3687,0
"23624","Retail Unanchored",2001-02-10,2011-02-10,268912,3150000,2343750,1986,0.9844,2107015.46,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0687,0
"23625","Multi-family",2001-05-10,2011-05-10,409617,5150000,3975000,1989,1,3506756.38,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1087,0
"23626","Office",2001-04-01,2011-04-01,12879186.72,2e+08,5e+07,1966,0.8662,43604769.34,0,0,0,0,0,0,0,1,0,0,0,0,0,1.9987,0
"23627","Self Storage",2000-12-01,2020-12-01,359544,4550000,2500000,1999,0.7539,111631.2,0,0,0,0,0,0,0,0,0,0,0,1,0,2.40875,0
"23628","Office",2001-05-01,2011-05-01,401233,4370000,2650000,1969,0.9711,2355975.96,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4487,0
"23629","Retail Anchored",2001-03-01,2011-03-01,654162,7250000,5435000,1977,0.9104,4820854.24,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4737,1
"23630","Retail Anchored",2001-03-01,2011-03-01,939112,11400000,8550000,1979,0.9858,7583864.75,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4737,1
"23631","Limited Service Hotel",2001-01-01,2011-01-01,351628,4400000,2700000,1972,0.825,2265184.45,0,0,0,1,0,0,0,0,0,0,0,0,0,3.4987,1
"23632","Multi-family",2001-03-01,2011-03-01,754524,9e+06,6050000,1988,1,5329384.37,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1987,1
"23633","Office",2001-04-01,2011-04-01,764229,8300000,6200000,1979,1,5518071.28,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7987,1
"23634","Retail Anchored",2000-12-01,2010-12-01,1600911.07,18250000,13200000,-1,0,11864671.09,0,0,0,0,0,0,0,0,0,1,0,0,0,2.6137,1
"23635","Office",2000-12-01,2010-12-01,675507,6200000,4650000,1972,1,4147612.84,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2887,1
"23636","Office",2001-04-01,2011-04-01,739496,8200000,5525000,1984,1,4911310.76,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7487,1
"23637","Mixed Use",2001-01-01,2016-01-01,650179,8500000,6100000,2000,1,4820269.45,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5137,1
"23638","Office",2001-01-01,2011-01-01,699833,8500000,5500000,1972,0.9304,4922414.15,0,0,0,0,0,0,0,1,0,0,0,0,0,2.8987,1
"23639","Office",2001-01-01,2011-01-01,1579718,18350000,13100000,1999,1,11738111.29,0,0,0,0,0,0,0,1,0,0,0,0,0,2.9487,1
"23640","Retail Anchored",2001-03-01,2011-03-01,1819555,21500000,15250000,1992,1,12407475.95,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3687,1
"23641","Office",2001-03-01,2011-03-01,1247028,12410000,8850000,1920,1,7897158.95,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7187,1
"23642","Office",2001-01-01,2011-01-01,438971,4500000,3150000,1986,1,2809150.02,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7487,1
"23643","Office",2001-03-01,2011-03-01,1334610,1.6e+07,9450000,1935,1,8370716.48,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4187,1
"23644","Retail Anchored",2001-04-01,2011-04-01,1062809,14300000,10250000,1965,0.9516,8974311.32,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1487,1
"23645","Retail Anchored",2001-03-01,2011-03-01,1044074,12300000,9500000,1998,0.9842,8362043.13,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1687,0
"23646","Office",2001-03-01,2011-03-01,1497961,12500000,7200000,1953,0.8505,6350480.57,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2487,0
"23647","Office",2001-03-01,2011-03-01,5876278,5.4e+07,33800000,1926,1,29751269.54,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1687,0
"23648","Retail Anchored",2001-03-01,2011-03-01,457214,5340000,4e+06,2000,1,2978305.89,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1487,0
"23649","Office",2000-04-01,2010-04-01,320266,4500000,2208000,1982,0.8303,1981069.28,0,0,0,0,0,0,0,1,0,0,0,0,0,1.9587,0
"23650","Retail Anchored",2001-01-01,2011-01-01,396265,4200000,2850000,1998,1,1983084.9,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4787,0
"23651","Retail Anchored",2000-07-01,2010-07-01,240451,2740000,1900000,1998,1,1705308.15,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0187,0
"23652","Retail Anchored",2001-03-01,2011-03-01,309000,3565000,2582000,1999,1,2317780.31,0,0,0,0,0,0,0,0,0,1,0,0,0,2.9687,0
"23653","Retail Unanchored",2001-01-01,2011-01-01,333908,3690000,2385000,1998,0.8602,2138557.13,0,0,0,0,0,0,0,0,0,0,1,0,0,2.9787,0
"23654","Retail Anchored",2001-04-01,2011-04-01,566380.19,5400000,4320000,2000,1,3805803.75,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3887,0
"23655","Self Storage",2001-04-01,2010-07-01,863057,10380000,6603110,1997,0.764,6010446.42,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6412,0
"23656","Multi-family",2001-03-11,2011-03-11,2947181,4.5e+07,2.9e+07,1999,0.9118,25642968.19,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5287,0
"23657","Retail Anchored",2000-10-01,2010-10-01,532107,4955000,3950000,1987,0.9765,3573841.14,0,0,0,0,0,0,0,0,0,1,0,0,0,2.6387,0
"23658","Other",2001-04-01,2011-01-01,646728,6650000,4988962,1969,1,4444604.81,0,0,0,0,0,0,0,0,1,0,0,0,0,2.77286666666667,0
"23659","Retail Anchored",2000-11-01,2010-11-01,280073,2850000,2200000,1994,1,1978288.67,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5387,0
"23660","Limited Service Hotel",2000-11-01,2010-11-01,1455959,27500000,1.8e+07,1984,0.6692,15184073.25,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1387,0
"23661","Self Storage",2001-01-01,2011-01-01,159099,1970000,1350000,1998,0.8977,1116327.69,0,0,0,0,0,0,0,0,0,0,0,1,0,2.9787,0
"23662","Mobile Home",2000-12-01,2010-12-01,983188,9790000,7500000,1970,0.9956,6689696.98,0,0,0,0,0,1,0,0,0,0,0,0,0,2.2887,0
"23663","Office",2001-01-01,2011-01-01,245021,2800000,2200000,2000,1,1970823.06,0,0,0,0,0,0,0,1,0,0,0,0,0,2.9387,0
"23664","Self Storage",2000-12-01,2010-12-01,1220822,12700000,9300000,1989,0.9661,8039370.35,0,0,0,0,0,0,0,0,0,0,0,1,0,2.7487,0
"23665","Self Storage",2000-12-01,2010-12-01,865541,8500000,6800000,1996,0.9988,5878248.64,0,0,0,0,0,0,0,0,0,0,0,1,0,2.7487,0
"23666","Office",2001-01-01,2011-01-01,246703,2500000,1825000,1971,1,1621628.69,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5987,0
"23667","Office",2001-01-01,2011-01-01,2109438,22800000,17350000,1982,0.9896,15371236.4,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4787,0
"23668","Multi-family",2001-01-01,2011-01-01,324363,3700000,2200000,1984,0.9429,1954839.18,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5987,0
"23669","Self Storage",2001-01-01,2011-01-01,1549211,16550000,11835000,-1,0.8888,9679845.82,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5987,0
"23670","Limited Service Hotel",2001-01-01,2011-01-01,929695,10500000,6800000,1999,0.8488,5653177.76,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1687,0
"23671","Retail Anchored",2001-05-01,2011-05-01,700236,8e+06,6535000,1969,1,5753473.52,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0587,0
"23672","Retail Unanchored",2001-01-01,2011-01-01,219246,2475000,1800000,1988,1,1620013.62,0,0,0,0,0,0,0,0,0,0,1,0,0,3.1387,0
"23673","Self Storage",2001-01-01,2011-01-01,304274,3100000,2325000,1987,0.9041,2065910.53,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5987,0
"23674","Retail Unanchored",2001-02-01,2011-02-01,439402,4850000,3500000,1999,1,3153705.48,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0087,0
"23675","Self Storage",2001-04-01,2011-04-01,144128,1875000,1400000,1991,0.7698,1239278.06,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5787,0
"23676","Office",2001-03-01,2011-03-01,2903119,3.6e+07,25150000,1983,0.9799,22069108.25,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0487,0
"23677","Limited Service Hotel",2001-03-01,2011-03-01,1898502,15300000,8750000,1998,0.7748,7234549.08,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9187,0
"23678","Multi-family",2001-03-01,2011-03-01,964000,6900000,5300000,1972,0.9297,4677029.32,0,0,0,0,0,0,1,0,0,0,0,0,0,2.2687,0
"23679","Mobile Home",2001-01-01,2011-01-01,590253,6700000,4750000,1990,0.7947,4197826.69,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3787,0
"23680","Office",2000-11-01,2010-11-01,2321222,24900000,17925000,1987,0.9085,16047148.51,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3487,0
"23681","Office",2000-11-01,2010-11-01,2159966,2.5e+07,17475000,1982,0.9306,15644290.81,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3487,0
"23682","Office",2000-11-01,2010-11-01,538969,5700000,3884000,1988,0.9026,3494195.57,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5587,0
"23683","Multi-family",2001-01-01,2011-01-01,278429,4200000,3101000,1999,1,2754090.1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5787,0
"23684","Mixed Use",2001-04-01,2011-04-01,252837,2800000,2140000,1998,1,1890534.55,0,0,0,0,1,0,0,0,0,0,0,0,0,2.4987,0
"23685","Mobile Home",2001-02-01,2011-02-01,286784,3e+06,2350000,1974,0.8364,2087746.75,0,0,0,0,0,1,0,0,0,0,0,0,0,2.4087,0
"23686","Retail Anchored",2001-02-01,2011-02-01,504982,6300000,5120000,2000,1,4520658.78,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1587,0
"23687","Retail Anchored",2001-01-01,2011-01-01,162720,1950000,1500000,2000,1,1344057.77,0,0,0,0,0,0,0,0,0,1,0,0,0,2.9487,0
"23688","Retail Anchored",2001-01-01,2011-01-01,297049,3700000,2875000,2000,1,2576111.63,0,0,0,0,0,0,0,0,0,1,0,0,0,2.9487,0
"23689","Retail Anchored",2001-04-01,2011-04-01,3351255,3.6e+07,2.9e+07,1999,1,25593582.36,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4587,0
"23690","Multi-family",2000-12-01,2010-12-01,1118875,1.2e+07,9720000,1972,0.9587,8644707.61,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1687,0
"23691","Retail Anchored",2001-03-01,2011-03-01,632495,6370000,4842000,2000,1,4330042.18,0,0,0,0,0,0,0,0,0,1,0,0,0,2.8087,0
"23692","Office",2001-02-01,2011-02-01,1180100,1.7e+07,1.2e+07,2000,1,10595293.02,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1587,0
"23693","Self Storage",2001-01-01,2011-01-01,966404,1e+07,7600000,1998,0.9735,6216038.88,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5987,0
"23694","Retail Unanchored",2001-02-01,2011-02-01,319331,3600000,2880000,2000,1,2544141.48,0,0,0,0,0,0,0,0,0,0,1,0,0,2.1787,0
"23695","Retail Anchored",2001-02-01,2011-02-01,625559,6800000,5440000,1991,1,4805598.78,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1787,0
"23696","Retail Anchored",2001-02-01,2011-02-01,918150,10600000,8200000,1999,0.8902,7243734.08,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1787,0
"23697","Retail Anchored",2001-02-01,2011-02-01,993383,12650000,10233000,1999,0.9504,9039650.63,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1787,0
"23698","Retail Anchored",2001-02-01,2011-02-01,161531,2150000,1600000,2000,1,1413411.9,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1787,0
"23699","Retail Anchored",2001-02-01,2011-02-01,439318,5660000,4528000,1998,1,3999954.15,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1787,0
"23700","Retail Anchored",2001-02-01,2011-02-01,502436,6e+06,4640000,2000,1,4098893.67,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1787,0
"23701","Multi-family",2001-03-01,2011-03-01,231412,1903000,1522000,1982,0.9429,1337969.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1187,0
"23702","Self Storage",2001-02-01,2011-02-01,565236,5400000,4050000,1998,0.9636,3294310.57,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2287,0
"23703","Office",2001-04-01,2011-04-01,1106528,9900000,7920000,1997,1,6980853.06,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4087,0
"23704","Office",2001-03-01,2011-03-01,431880,4400000,3300000,1982,0.9549,2915791.92,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3187,0
"23705","Office",2001-04-01,2011-04-01,738367,8300000,5807000,2000,0.9204,5130061.7,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4987,0
"23706","Retail Anchored",2001-03-01,2011-03-01,750671,7750000,6200000,1985,1,5491898.96,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4187,0
"23707","Mobile Home",2001-01-01,2011-01-01,528434,6720000,4133000,1984,0.9953,3649811.23,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3487,0
"23708","Retail Anchored",2001-03-01,2011-03-01,1313203,1.5e+07,11600000,1994,1,10226132.45,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2287,0
"23709","Office",2001-02-01,2006-02-01,621988,6700000,4650000,1981,0.9783,4440685.38,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7587,0
"23710","Retail Unanchored",2001-02-01,2011-02-01,459649,5e+06,3675000,1979,1,3264881.25,0,0,0,0,0,0,0,0,0,0,1,0,0,2.4087,0
"23711","Retail Anchored",2001-04-01,2011-04-01,1203685,15400000,10600000,2000,0.9863,9364329.09,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4987,0
"23712","Retail Anchored",2001-04-01,2011-04-01,223897,3e+06,2275000,2000,1,2018827.89,0,0,0,0,0,0,0,0,0,1,0,0,0,2.6787,0
"23713","Self Storage",2001-05-01,2011-05-01,288944,3200000,1700000,1992,0.9873,1391297.09,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4487,0
"23714","Multi-family",2001-01-01,2011-01-01,2558988,27700000,22160000,1989,1,19569279.83,0,0,0,0,0,0,1,0,0,0,0,0,0,2.3487,0
"23715","Office",2001-02-01,2011-02-01,649593,7150000,5720000,1985,1,5093982.16,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5087,0
"23716","Mobile Home",2001-03-01,2011-03-01,348007,4500000,3100000,1988,1,2730759.6,0,0,0,0,0,1,0,0,0,0,0,0,0,2.1987,0
"23717","Multi-family",2001-01-01,2011-01-01,900030,9375000,7500000,1979,0.9006,6656082.97,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5487,0
"23718","Retail Unanchored",2001-04-01,2011-04-01,214351,2175000,1720000,1980,1,1527827.07,0,0,0,0,0,0,0,0,0,0,1,0,0,2.7187,0
"23719","Multi-family",2001-01-01,2011-01-01,620471,6750000,5400000,1984,0.9645,4798242.11,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5987,0
"23720","Multi-family",2001-04-01,2011-04-01,243203,2500000,2e+06,1971,0.9643,1777851.11,0,0,0,0,0,0,1,0,0,0,0,0,0,2.7487,0
"23721","Mixed Use",2001-03-01,2011-03-01,592584,6550000,5240000,2000,1,4648463.98,0,0,0,0,1,0,0,0,0,0,0,0,0,2.4787,0
"23722","Mobile Home",2001-03-01,2011-03-01,317374.15,3750000,2970000,1970,0.9242,2720669.48,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3487,0
"23723","Mobile Home",2001-03-01,2011-03-01,514043.08,5820000,4580000,1975,0.9635,4195511.43,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3487,0
"23724","Mobile Home",2001-03-01,2011-03-01,411506.77,5270000,4215000,1970,0.9848,3861152.33,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3487,0
"23725","Mobile Home",2001-03-01,2011-03-01,208777.85,2600000,2030000,1980,0.8976,1859582.4,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3487,0
"23726","Mobile Home",2001-03-01,2011-03-01,99411.69,1400000,925000,1973,0.8382,847346.31,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3487,0
"23727","Mobile Home",2001-03-01,2011-03-01,169627.38,1700000,930000,1967,0.7692,851926.92,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3487,0
"23728","Mobile Home",2001-03-01,2011-03-01,241779.69,2700000,1750000,1963,0.8873,1603088.81,0,0,0,0,0,1,0,0,0,0,0,0,0,2.3487,0
"23729","Multi-family",2001-01-01,2011-01-01,1254602,15100000,11782000,2000,1,10365243.48,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1987,0
"23730","Mixed Use",2001-04-01,2011-04-01,453353,5300000,3700000,1999,1,3268680.54,0,0,0,0,1,0,0,0,0,0,0,0,0,2.4987,0
"23731","Retail Anchored",2001-04-01,2011-04-01,237774,2800000,2200000,1999,1,1948408.19,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5987,0
"23732","Multi-family",2001-01-01,2011-01-01,1697375,18800000,14852000,1986,0.9735,13032695.54,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0987,0
"23733","Office",2001-02-01,2011-02-01,864279,9300000,7300000,1999,1,6448689.9,0,0,0,0,0,0,0,1,0,0,0,0,0,2.1787,0
"23734","Retail Unanchored",2001-03-01,2011-03-01,549245,5300000,3825000,1981,1,3379669.1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3187,0
"23735","Retail Anchored",2001-03-01,2011-03-01,284809,3e+06,2200000,1979,1,1948251.6,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4087,0
"23736","Multi-family",2001-02-01,2006-02-01,1124090,17400000,11250000,1970,0.9942,10691151.34,0,0,0,0,0,0,1,0,0,0,0,0,0,2.3087,0
"23737","Office",2001-02-01,2011-02-01,966946,10200000,8160000,1991,0.9833,7249368.84,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4087,0
"23738","Office",2001-02-01,2011-02-01,889190,8800000,6473000,1979,0.9385,5750633.84,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4087,0
"23739","Office",2001-02-01,2011-02-01,684351,7500000,5700000,1983,0.9919,5063897.01,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4087,0
"23740","Office",2001-02-01,2011-02-01,294172,2500000,1900000,1983,1,1687966.21,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4087,0
"23741","Limited Service Hotel",2000-12-01,2010-12-01,6528307,58300000,33053100,-1,0.6849,27431131.93,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6387,0
"23742","Office",2002-10-17,2007-11-01,21701312,2.84e+08,72500000,1990,0.825,72500000,0,0,0,0,0,0,0,1,0,0,0,0,0,1.593,0
"23743","Office",2002-08-30,2012-09-01,10288398,1.18e+08,7e+07,1955,0.8678,61842417.79,0,0,0,0,0,0,0,1,0,0,0,0,0,3.23753,0
"23744","Retail Anchored",2002-10-16,2012-11-01,6830302,7.9e+07,5.8e+07,2002,0.9943,51807254.39,0,0,0,0,0,0,0,0,0,1,0,0,0,2.625025,0
"23745","Office",2002-06-11,2012-07-01,6616949,79500000,53314969,2001,0.798,48138785.43,0,0,0,0,0,0,0,1,0,0,0,0,0,2.98587,0
"23746","Retail Anchored",2002-10-11,2012-11-01,4734199.83,5.8e+07,4.5e+07,1973,0.9365,38714773.25,0,0,0,0,0,0,0,0,0,1,0,0,0,2.76443,0
"23747","Self Storage",2002-09-30,2012-10-01,5167994.98,6.2e+07,4.4e+07,-1,0.965,41088761.88,0,0,0,0,0,0,0,0,0,0,0,1,0,4.108,0
"23748","Limited Service Hotel",2002-11-29,2012-12-01,8392217.35,62700000,4e+07,-1,0.656,27723746.68,0,0,0,1,0,0,0,0,0,0,0,0,0,3.257505,0
"23749","Retail Anchored",2002-09-13,2012-10-01,3963944.8,49200000,37500000,1980,0.9837,33250219.39,0,0,0,0,0,0,0,0,0,1,0,0,0,3.58555,0
"23750","Multi-family",2002-10-30,2012-11-01,3197382.88,43300000,32500000,1999,0.8958,28790504.47,0,0,0,0,0,0,1,0,0,0,0,0,0,3.34747,0
"23751","Retail Anchored",2002-08-06,2012-09-01,3373606,42300000,28600000,-1,1,22785030.62,0,0,0,0,0,0,0,0,0,1,0,0,0,2.29464,0
"23752","Mobile Home",2002-10-31,2007-12-01,3193447.54,3.7e+07,25950000,-1,0.583,24622963.16,0,0,0,0,0,1,0,0,0,0,0,0,0,3.8552,0
"23753","Office",2002-11-22,2012-12-01,2605917.88,3.6e+07,24500000,2000,0.954,20720109.82,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7695,0
"23754","Office",2002-07-31,2012-08-01,2314558,28800000,2.3e+07,1987,0.9838,20266479.66,0,0,0,0,0,0,0,1,0,0,0,0,0,2.868,0
"23755","Retail Anchored",2002-11-14,2012-12-01,2079107.62,26300000,19750000,2001,1,16879527.04,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2082,0
"23756","Retail Anchored",2002-10-22,2012-11-01,1916670.45,25900000,18500000,1961,0.9867,15916074.11,0,0,0,0,0,0,0,0,0,1,0,0,0,2.33638,0
"23757","Retail Anchored",2002-05-29,2012-06-01,1923255,22800000,18200000,1996,0.961,15950954.87,0,0,0,0,0,0,0,0,0,1,0,0,0,1.95768,0
"23758","Retail Anchored",2002-04-01,2012-05-01,1818521,21800000,17300000,2000,1,15266245.13,0,0,0,0,0,0,0,0,0,1,0,0,0,2.00572,0
"23759","Office",2002-05-28,2012-06-01,1525121,19500000,14800000,2000,0.962,13159350.37,0,0,0,0,0,0,0,1,0,0,0,0,0,2.47768,0
"23760","Office",2002-06-14,2012-07-01,1643147,19500000,14650000,2001,0.8966,12921019.45,0,0,0,0,0,0,0,1,0,0,0,0,0,2.27625,0
"23761","Office",2001-11-15,2011-12-01,1649573,28600000,1e+07,2001,1,8731293.89,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6969,0
"23762","Retail Anchored",2002-09-30,2012-10-01,1461516.65,17800000,13500000,1985,1,11610202.13,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7005,0
"23763","Mixed Use",2002-09-30,2012-10-01,1297708.25,1.6e+07,12150000,1984,0.8799,10454301.96,0,0,0,0,1,0,0,0,0,0,0,0,0,2.648,0
"23764","Mobile Home",2002-09-03,2012-10-01,1196493.14,1.6e+07,12400000,1974,0.9587,10551285.37,0,0,0,0,0,1,0,0,0,0,0,0,0,1.77424,0
"23765","Mixed Use",2001-04-23,2011-05-01,1442253,1.8e+07,12114000,1999,0.8555,10713977.55,0,0,0,0,1,0,0,0,0,0,0,0,0,2.24753,0
"23766","Multi-family",2002-04-30,2012-05-01,1149809,14500000,11175000,1966,0.9416,9818448.26,0,0,0,0,0,0,1,0,0,0,0,0,0,2.088,0
"23767","Retail Anchored",2002-01-28,2012-02-01,1303148,14100000,11200000,1961,0.8907,9867187.37,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2628,0
"23768","Office",2002-11-14,2012-12-01,1163687.08,15200000,11950000,1988,0.9613,9424448.55,0,0,0,0,0,0,0,1,0,0,0,0,0,2.4952,0
"23769","Retail Anchored",2002-12-01,2018-01-01,1182429.55,14600000,1.1e+07,1997,0.9518,72404.62,0,0,0,0,0,0,0,0,0,1,0,0,0,1.806045,0
"23770","Retail Anchored",2002-03-06,2012-04-01,1269428,15800000,10700000,2000,0.9863,9468070.86,0,0,0,0,0,0,0,0,0,1,0,0,0,2.59962,0
"23771","Multi-family",2002-11-14,2012-12-01,1097917.14,13500000,10600000,1999,0.96,8920857.22,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6852,0
"23772","Full Service Hotel",2002-11-22,2012-12-01,1340524.63,12800000,9e+06,1992,1,6256661.28,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4515,0
"23773","Industrial",2002-06-28,2012-07-01,1142299,12800000,1e+07,2000,0.9601,8772160.58,0,0,1,0,0,0,0,0,0,0,0,0,0,2.27261,0
"23774","Retail Anchored",2002-05-29,2012-06-01,1048428,12500000,1e+07,2001,1,8834154.71,0,0,0,0,0,0,0,0,0,1,0,0,0,2.26768,0
"23775","Retail Anchored",2002-02-14,2012-03-01,1105303,1.3e+07,1e+07,1996,1,8795423.38,0,0,0,0,0,0,0,0,0,1,0,0,0,2.33708,0
"23776","Retail Unanchored",2002-03-05,2012-04-01,1326953,12900000,9600000,1983,1,8506605.21,0,0,0,0,0,0,0,0,0,0,1,0,0,2.59528,0
"23777","Office",2002-03-21,2012-04-01,1069364,12800000,9524000,1913,0.9151,8329882.21,0,0,0,0,0,0,0,1,0,0,0,0,0,1.662115,0
"23778","Retail Unanchored",2002-10-18,2012-11-01,1015007.56,11800000,9400000,1999,0.963,8087086.73,0,0,0,0,0,0,0,0,0,0,1,0,0,2.33584,0
"23779","Office",2002-10-09,2012-11-01,960064.17,12400000,9300000,2001,0.9497,7917180.21,0,0,0,0,0,0,0,1,0,0,0,0,0,2.38449,0
"23780","Self Storage",2002-05-31,2012-06-01,1120959,13800000,9039000,1909,0.83,7303716.64,0,0,0,0,0,0,0,0,0,0,0,1,0,2.123,0
"23781","Retail Anchored",2002-04-23,2012-05-01,1015701,11500000,8700000,1999,0.9714,7735010.93,0,0,0,0,0,0,0,0,0,1,0,0,0,2.47738,0
"23782","Industrial",2002-01-29,2012-02-01,996682,11200000,8200000,2000,1,7216880.62,0,0,1,0,0,0,0,0,0,0,0,0,0,2.2228,0
"23783","Mixed Use",2002-10-31,2007-12-01,820305.66,9700000,7750000,1999,1,7084243.02,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4452,0
"23784","Retail Anchored",2002-07-17,2012-08-01,792381,10300000,7500000,1968,1,6541968.83,0,0,0,0,0,0,0,0,0,1,0,0,0,2.20634,0
"23785","Office",2002-03-19,2012-04-01,1039339,11700000,7263000,1974,1,6444572.87,0,0,0,0,0,0,0,1,0,0,0,0,0,2.27182,0
"23786","Mixed Use",2002-08-28,2012-09-01,794238.21,10600000,7210000,1983,0.9347,6252825.13,0,0,0,0,1,0,0,0,0,0,0,0,0,2.497525,0
"23787","Retail Anchored",2002-04-18,2012-05-01,777149,9500000,6850000,1960,1,6094699.6,0,0,0,0,0,0,0,0,0,1,0,0,0,2.49678,0
"23788","Retail Anchored",2002-10-18,2012-11-01,788451.29,9150000,6800000,1964,0.9559,5825580.47,0,0,0,0,0,0,0,0,0,1,0,0,0,2.18584,0
"23789","Office",2002-05-21,2012-06-01,727817,9e+06,6560000,1999,1,5773162.04,0,0,0,0,0,0,0,1,0,0,0,0,0,1.952085,0
